insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Endeavor', 'EAT', 2866);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SL-Class', 'LYI', 2048);
insert into cats (name, location, rack, mark) values ('Nissan', 'Quest', 'DEZ', 4531);
insert into cats (name, location, rack, mark) values ('Ford', 'F-Series Super Duty', 'TBH', 2833);
insert into cats (name, location, rack, mark) values ('Toyota', 'Land Cruiser', 'GUG', 2435);
insert into cats (name, location, rack, mark) values ('Mazda', 'MX-5', 'KHS', 2966);
insert into cats (name, location, rack, mark) values ('Subaru', 'Loyale', 'AMW', 2078);
insert into cats (name, location, rack, mark) values ('Dodge', 'D250', 'SHN', 2033);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'S-Class', 'MBL', 3037);
insert into cats (name, location, rack, mark) values ('Mercury', 'Cougar', 'YAL', 1714);
insert into cats (name, location, rack, mark) values ('Dodge', 'Stratus', 'OSK', 1897);
insert into cats (name, location, rack, mark) values ('BMW', '330', 'KOR', 1186);
insert into cats (name, location, rack, mark) values ('Dodge', 'Dakota Club', 'MRA', 4654);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Chariot', 'MQO', 1397);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Grand Am', 'LAK', 1030);
insert into cats (name, location, rack, mark) values ('Mazda', 'B2000', 'NOO', 1508);
insert into cats (name, location, rack, mark) values ('Oldsmobile', 'Bravada', 'VND', 2161);
insert into cats (name, location, rack, mark) values ('Volvo', '850', 'LIB', 3423);
insert into cats (name, location, rack, mark) values ('Acura', 'NSX', 'KMP', 1297);
insert into cats (name, location, rack, mark) values ('Kia', 'Sephia', 'MRX', 4456);
insert into cats (name, location, rack, mark) values ('Ford', 'Aspire', 'KRP', 4160);
insert into cats (name, location, rack, mark) values ('Plymouth', 'Voyager', 'MOI', 3130);
insert into cats (name, location, rack, mark) values ('Porsche', '944', 'BHM', 4897);
insert into cats (name, location, rack, mark) values ('Austin', 'Mini Cooper S', 'LUA', 4312);
insert into cats (name, location, rack, mark) values ('Hyundai', 'Azera', 'TSJ', 2848);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Bonneville', 'UJE', 1217);
insert into cats (name, location, rack, mark) values ('Subaru', 'Justy', 'PSH', 3413);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'TrailBlazer', 'NWT', 1450);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'CL-Class', 'JNB', 4336);
insert into cats (name, location, rack, mark) values ('Lexus', 'LX', 'XSD', 3449);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Bonneville', 'YHD', 4286);
insert into cats (name, location, rack, mark) values ('Jaguar', 'X-Type', 'GWA', 2479);
insert into cats (name, location, rack, mark) values ('Saturn', 'S-Series', 'AUF', 1304);
insert into cats (name, location, rack, mark) values ('Toyota', 'Highlander', 'LKB', 4227);
insert into cats (name, location, rack, mark) values ('Subaru', 'Tribeca', 'GIS', 1013);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Grand Prix', 'MSJ', 2148);
insert into cats (name, location, rack, mark) values ('Mazda', 'Mazda5', 'IGE', 2639);
insert into cats (name, location, rack, mark) values ('Jeep', 'Compass', 'XIQ', 2372);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Suburban 1500', 'SBT', 4426);
insert into cats (name, location, rack, mark) values ('GMC', 'Savana 2500', 'MHX', 4531);
insert into cats (name, location, rack, mark) values ('Lincoln', 'Continental', 'RBI', 1409);
insert into cats (name, location, rack, mark) values ('Mercury', 'Lynx', 'IUA', 2075);
insert into cats (name, location, rack, mark) values ('Suzuki', 'Forenza', 'ADG', 1421);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SLS AMG', 'KAU', 1601);
insert into cats (name, location, rack, mark) values ('BMW', '7 Series', 'URB', 4230);
insert into cats (name, location, rack, mark) values ('Infiniti', 'G35', 'NUX', 4986);
insert into cats (name, location, rack, mark) values ('Audi', 'A3', 'MBU', 4272);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Silverado 1500', 'NOS', 1223);
insert into cats (name, location, rack, mark) values ('Buick', 'Lucerne', 'MZB', 4492);
insert into cats (name, location, rack, mark) values ('Mercury', 'Capri', 'SWQ', 4783);
insert into cats (name, location, rack, mark) values ('Volkswagen', 'Corrado', 'DYG', 1023);
insert into cats (name, location, rack, mark) values ('Mazda', 'RX-7', 'YNA', 3922);
insert into cats (name, location, rack, mark) values ('Isuzu', 'Rodeo', 'GUE', 4056);
insert into cats (name, location, rack, mark) values ('Infiniti', 'G', 'ISG', 2309);
insert into cats (name, location, rack, mark) values ('Mercury', 'Mountaineer', 'ASX', 4261);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Starion', 'MML', 2286);
insert into cats (name, location, rack, mark) values ('Kia', 'Spectra', 'CAK', 3394);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'Sprinter', 'IXG', 2383);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Impala', 'KBX', 1772);
insert into cats (name, location, rack, mark) values ('Hyundai', 'XG350', 'EWO', 4772);
insert into cats (name, location, rack, mark) values ('Suzuki', 'SJ', 'GHB', 1322);
insert into cats (name, location, rack, mark) values ('Isuzu', 'Trooper', 'YAJ', 3260);
insert into cats (name, location, rack, mark) values ('Ford', 'F-250 Super Duty', 'JWN', 3942);
insert into cats (name, location, rack, mark) values ('GMC', 'Yukon XL 2500', 'DUD', 1151);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SL-Class', 'BFH', 3260);
insert into cats (name, location, rack, mark) values ('Mercury', 'Topaz', 'PLP', 2517);
insert into cats (name, location, rack, mark) values ('Infiniti', 'J', 'BBB', 4449);
insert into cats (name, location, rack, mark) values ('Mazda', 'Familia', 'PEP', 2243);
insert into cats (name, location, rack, mark) values ('Lincoln', 'Navigator', 'CBL', 4703);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Sportvan G30', 'IGL', 1600);
insert into cats (name, location, rack, mark) values ('Dodge', 'Ram Van 2500', 'CBR', 2262);
insert into cats (name, location, rack, mark) values ('Hyundai', 'Tucson', 'CRG', 1865);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Silverado', 'OLD', 2739);
insert into cats (name, location, rack, mark) values ('Oldsmobile', 'Cutlass Supreme', 'RPB', 3777);
insert into cats (name, location, rack, mark) values ('Lincoln', 'LS', 'HDG', 1898);
insert into cats (name, location, rack, mark) values ('Dodge', 'Caravan', 'LZN', 2096);
insert into cats (name, location, rack, mark) values ('Volkswagen', 'Fox', 'TKT', 1290);
insert into cats (name, location, rack, mark) values ('Ford', 'Edge', 'GMT', 3968);
insert into cats (name, location, rack, mark) values ('Lexus', 'ES', 'GYG', 2041);
insert into cats (name, location, rack, mark) values ('Acura', 'NSX', 'TVI', 3438);
insert into cats (name, location, rack, mark) values ('GMC', 'Yukon', 'PTA', 3941);
insert into cats (name, location, rack, mark) values ('Audi', 'Coupe Quattro', 'GWN', 3646);
insert into cats (name, location, rack, mark) values ('Jaguar', 'S-Type', 'KZF', 3561);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SL-Class', 'ANH', 2710);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Astro', 'AOB', 4677);
insert into cats (name, location, rack, mark) values ('Chevrolet', '1500', 'ZPH', 4957);
insert into cats (name, location, rack, mark) values ('Rolls-Royce', 'Phantom', 'AFK', 1162);
insert into cats (name, location, rack, mark) values ('Lincoln', 'Town Car', 'YHR', 4474);
insert into cats (name, location, rack, mark) values ('Isuzu', 'i-280', 'QJB', 4356);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Silverado 2500', 'DUD', 2573);
insert into cats (name, location, rack, mark) values ('GMC', '2500', 'HDD', 2953);
insert into cats (name, location, rack, mark) values ('Isuzu', 'i-Series', 'CLB', 3789);
insert into cats (name, location, rack, mark) values ('Lexus', 'GS', 'SRG', 1238);
insert into cats (name, location, rack, mark) values ('Subaru', 'Outback Sport', 'FRM', 4285);
insert into cats (name, location, rack, mark) values ('Dodge', 'Dakota Club', 'YIV', 2748);
insert into cats (name, location, rack, mark) values ('Audi', 'Quattro', 'ARW', 2470);
insert into cats (name, location, rack, mark) values ('Oldsmobile', 'Achieva', 'QCP', 2662);
insert into cats (name, location, rack, mark) values ('BMW', 'M6', 'BRP', 4337);
insert into cats (name, location, rack, mark) values ('Cadillac', 'Escalade EXT', 'ELN', 3168);
insert into cats (name, location, rack, mark) values ('Oldsmobile', 'Cutlass Cruiser', 'HLR', 2306);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SLK-Class', 'BFK', 1591);
insert into cats (name, location, rack, mark) values ('GMC', 'Savana 2500', 'PGK', 3817);
insert into cats (name, location, rack, mark) values ('Audi', 'TT', 'PSE', 3646);
insert into cats (name, location, rack, mark) values ('MINI', 'Cooper Countryman', 'CPL', 4951);
insert into cats (name, location, rack, mark) values ('Subaru', 'Legacy', 'KED', 4397);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SL-Class', 'ZBK', 4154);
insert into cats (name, location, rack, mark) values ('Ford', 'Thunderbird', 'BHQ', 2930);
insert into cats (name, location, rack, mark) values ('GMC', 'Yukon XL 1500', 'THV', 1824);
insert into cats (name, location, rack, mark) values ('Nissan', 'Sentra', 'SOB', 4892);
insert into cats (name, location, rack, mark) values ('Oldsmobile', 'LSS', 'RGN', 4799);
insert into cats (name, location, rack, mark) values ('Rolls-Royce', 'Phantom', 'FNT', 4037);
insert into cats (name, location, rack, mark) values ('Lincoln', 'Town Car', 'SUS', 4822);
insert into cats (name, location, rack, mark) values ('Nissan', 'Murano', 'BFG', 1545);
insert into cats (name, location, rack, mark) values ('Dodge', 'Grand Caravan', 'CCG', 1435);
insert into cats (name, location, rack, mark) values ('Ford', 'Escort', 'NTC', 3999);
insert into cats (name, location, rack, mark) values ('Volvo', 'S80', 'ATI', 4889);
insert into cats (name, location, rack, mark) values ('Ford', 'Focus', 'AAO', 3376);
insert into cats (name, location, rack, mark) values ('Ford', 'E-Series', 'KOX', 4629);
insert into cats (name, location, rack, mark) values ('Ford', 'Tempo', 'RPR', 1068);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'CL-Class', 'PIP', 4410);
insert into cats (name, location, rack, mark) values ('Chrysler', 'Sebring', 'HHI', 4281);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Truck', 'KEQ', 2422);
insert into cats (name, location, rack, mark) values ('Hyundai', 'Tiburon', 'UHE', 4350);
insert into cats (name, location, rack, mark) values ('Mazda', 'Mazda6', 'VGA', 2235);
insert into cats (name, location, rack, mark) values ('Mazda', 'Mazda6', 'LFQ', 2381);
insert into cats (name, location, rack, mark) values ('Toyota', 'Corolla', 'LSQ', 2994);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'SLK-Class', 'RBG', 3602);
insert into cats (name, location, rack, mark) values ('Mercedes-Benz', 'E-Class', 'EWN', 2728);
insert into cats (name, location, rack, mark) values ('Buick', 'Riviera', 'NZY', 1451);
insert into cats (name, location, rack, mark) values ('Mazda', 'RX-8', 'NTI', 4121);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Corvette', 'KCH', 3360);
insert into cats (name, location, rack, mark) values ('Dodge', 'Ram Van B150', 'LNV', 2356);
insert into cats (name, location, rack, mark) values ('GMC', 'Rally Wagon 3500', 'BXA', 3362);
insert into cats (name, location, rack, mark) values ('Lincoln', 'Town Car', 'ASV', 1252);
insert into cats (name, location, rack, mark) values ('Chrysler', 'Sebring', 'BKC', 2234);
insert into cats (name, location, rack, mark) values ('Volkswagen', 'Golf', 'TXF', 4684);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Lancer', 'AUP', 4099);
insert into cats (name, location, rack, mark) values ('Lamborghini', 'Murciélago', 'ECN', 1998);
insert into cats (name, location, rack, mark) values ('Jaguar', 'S-Type', 'JRO', 4234);
insert into cats (name, location, rack, mark) values ('BMW', 'M5', 'BMR', 4071);
insert into cats (name, location, rack, mark) values ('Daewoo', 'Lanos', 'LLW', 1923);
insert into cats (name, location, rack, mark) values ('Volvo', '960', 'YKJ', 3411);
insert into cats (name, location, rack, mark) values ('Dodge', 'Challenger', 'AFS', 4327);
insert into cats (name, location, rack, mark) values ('Saab', '9-2X', 'FBS', 4956);
insert into cats (name, location, rack, mark) values ('Ford', 'Ranger', 'CHR', 1261);
insert into cats (name, location, rack, mark) values ('Ford', 'E-Series', 'FAG', 2259);
insert into cats (name, location, rack, mark) values ('Mazda', 'MX-5', 'UVA', 1653);
insert into cats (name, location, rack, mark) values ('Honda', 'Civic Si', 'RBO', 3960);
insert into cats (name, location, rack, mark) values ('Acura', 'SLX', 'DBU', 3632);
insert into cats (name, location, rack, mark) values ('Isuzu', 'i-370', 'ZIG', 1120);
insert into cats (name, location, rack, mark) values ('GMC', 'Envoy', 'KPE', 3437);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Mirage', 'XSO', 2866);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'Corvette', 'AYE', 3203);
insert into cats (name, location, rack, mark) values ('BMW', 'X3', 'LYC', 2907);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Gemini', 'LRE', 1432);
insert into cats (name, location, rack, mark) values ('Chevrolet', 'S10', 'YGP', 3827);
insert into cats (name, location, rack, mark) values ('Mazda', '626', 'SLZ', 4489);
insert into cats (name, location, rack, mark) values ('Chevrolet', '3500', 'HAW', 2110);
insert into cats (name, location, rack, mark) values ('Ford', 'Escort ZX2', 'XNU', 1569);
insert into cats (name, location, rack, mark) values ('Pontiac', 'Vibe', 'SKP', 4315);
insert into cats (name, location, rack, mark) values ('Eagle', 'Summit', 'YBB', 1861);
insert into cats (name, location, rack, mark) values ('Honda', 'Civic', 'TUV', 1678);
insert into cats (name, location, rack, mark) values ('Toyota', 'Land Cruiser', 'GDJ', 2756);
insert into cats (name, location, rack, mark) values ('Mitsubishi', 'Pajero', 'WRA', 4057);
insert into cats (name, location, rack, mark) values ('Ford', 'Bronco II', 'HYF', 3458);
insert into cats (name, location, rack, mark) values ('Suzuki', 'SX4', 'NDL', 1002);
insert into cats (name, location, rack, mark) values ('Hyundai', 'Sonata', 'BSK', 2441);
insert into cats (name, location, rack, mark) values ('Volvo', '850', 'TEM', 4533);
insert into cats (name, location, rack, mark) values ('Ford', 'F150', 'TGM', 2216);
insert into cats (name, location, rack, mark) values ('Mercury', 'Grand Marquis', 'LEQ', 4208);
insert into cats (name, location, rack, mark) values ('Ford', 'E-Series', 'YGC', 3429);
insert into cats (name, location, rack, mark) values ('Dodge', 'Viper', 'WGU', 2401);
insert into cats (name, location, rack, mark) values ('Suzuki', 'Reno', 'DHT', 2277);
insert into cats (name, location, rack, mark) values ('GMC', 'Yukon XL 2500', 'DJN', 4670);
